category|word|jword|jwordread|page|jpage|
4|Fichetti Pain Inducer|フィチェッティ・ペイン・インデューサー [ フィチェッティ ペイン インデューサー]|ふぃちぇってぃぺいんいんでゅーさー|4: p.309|4: p.339 / 4A: p.395|
4||パラシールド・ダート・ピストル [ パラシールド ダート ピストル]|ぱらしーるどだーとぴすとる||4A: p.395|
4||パラシールド・ダート・ライフル [ パラシールド ダート ライフル]|ぱらしーるどだーとらいふる||4A: p.395|
4|Ingram White Knight|イングラム・ホワイトナイト [ イングラム ホワイトナイト]|いんぐらむほわいとないと|4: p.310|4: p.340 / 4A: p.395|
4|Stoner-Ares M202|ストナー-アレス M202 [ ストナー - アレス M202]|すとなーあれすM202|4: p.310|4: p.340 / 4A: p.396|
4|Ultimaz-HMG-2|アルティマックス HMG-2 [ アルティマックス HMG - 2]|あるてぃまっくすHMG2|4: p.310|4: p.340 / 4A: p.396|
4|Panther XXL|パンサー XXL [ パンサー XXL]|ぱんさーXXL|4: p.310|4: p.340 / 4A: p.396|
4|Ares Antioch-2|アレス・アンティオック-2 [ アレス アンティオック - 2]|あれすあんてぃくおっく2|4: p.310|4: p.340 / 4A: p.396|
4|ArmTech MGL-12|アームテック MGL-12 [ アームテック MGL - 12]|あーむてっくMGL12|4: p.310|4: p.340 / 4A: p.396|
4|Mitsubishi Yakusoku MRL|ミツビシ・ヤクソク MRL [ ミツビシ ヤクソク MRL]|みつびしやくそくMRL|4: p.310|4: p.340 / 4A: p.396|
4|Aztechnology Striker|アズテクノロジー・ストライカー [ アズテクノロジー ストライカー]|あずてくのりじーすとらいかー|4: p.310|4: p.340 / 4A: p.396|
4|Airburst Link|エアバースト・リンク [ エア バースト リンク]|えあばーすとりんく|4: p.310|4: p.340 / 4A: p.398|
4|Concealable Holster|隠蔽ホルスター [ 隠蔽 ホルスター]|いんぺいほるすたー|4: p.311|4: p.341 / 4A: p.398|
4|Gas-Vent System|ガスベント・システム [ ガス ベント システム]|がすべんとしすてむ|4: p.311|4: p.341 / 4A: p.398|
4|Gyro Stabilization|ジャイロ・スタビライザー [ ジャイロ スタビライザー]|じゃいろすたびらいざー|4: p.311|4: p.341 / 4A: p.398|
4|Hidden Arm Slide|アームスライド [ アーム スライド]|あーむすらいど|4: p.311|4: p.341 / 4A: p.398|
4|Imaging Scope (Firearm Accessory)|映像スコープ (銃器アクセサリー) [ 映像 スコープ 銃器 アクセサリー]|えいぞうすこーぷ|4: p.311|4: p.341 / 4A: p.398|
4|Laser Sight|レーザーサイト [ レーザー サイト]|れーざーさいと|4: p.311|4: p.341 / 4A: p.398|
4|Periscope (Firearm Accessory)|ペリスコープ (銃器アクセサリー) [ ペリ スコープ 銃器 アクセサリー]|ぺりすこーぷ|4: p.311|4: p.341 / 4A: p.398|
4|Quick-Draw Holster|クイックドローホルスター [ クイック ドロー ホルスター]|くいっくどろーほるすたー|4: p.311|4: p.341 / 4A: p.398|
4|Shock Pad|衝撃パッド [ 衝撃 パッド]|しょうげきぱっど|4: p.311|4: p.341 / 4A: p.398|
4|Silencer|消音器 [ 消音 器 サイレンサー]|しょうおんき|4: p.311|4: p.341 / 4A: p.398|
4|Smart Firing Platform|自動銃座 [ 自動 銃座]|じどうじゅうざ|4: p.311|4: p.341 / 4A: p.398|
4|Smartgun System|スマートガン・システム [ スマート ガン システム]|すまーとがんしすてむ|4: p.311|4: p.341 / 4A: p.398|
4|Sound Suppressor|抑音器 [ 抑音 器 サウンド サプレッサー]|よくおんき|4: p.312|4: p.341 / 4A: p.399|
4|Spare Clips|予備クリップ [ 予備 クリップ 弾倉]|よびくりっぷ|4: p.312|4: p.341 / 4A: p.399|
4|Speed Loader|スピードローダー [ スピード ローダー]|すぴーどろーだー|4: p.312|4: p.341 / 4A: p.399|
4|Bipod|二脚 [ 二脚]|にきゃく|4: p.310|4: p.341 / 4A: p.399|
4|Tripod|三脚 [ 三脚]|さんきゃく|4: p.312|4: p.341 / 4A: p.399|
4|Regular Ammo|通常弾 [ 通常 弾]|つうじょうだん|4: p.313|4: p.342 / 4A: p.399|
4|APDS Rounds|APDS弾 [ APDS 弾]|APDSだん|4: p.312|4: p.342 / 4A: p.400|
4|Explosive Rounds|炸裂弾 [ 炸裂 弾]|さくれつだん|4: p.312|4: p.342 / 4A: p.400|
4|EX Explosive Rounds|強化炸裂弾 [ 強化 炸裂弾]|きょうかさくれつだん|4: p.312|4: p.342 / 4A: p.400|
4|Flechette Rounds|フレシェット弾 [ フレシェット 弾]|ふれしぇっとだん|4: p.313|4: p.342 / 4A: p.400|
4|Gel Rounds|ゲル弾 [ ゲル 弾]|げるだん|4: p.313|4: p.342 / 4A: p.400|
4||注入ダート [ 注入 ダート]|ちゅうにゅうだーと||4A: p.400|
4|Stick-n-Shock|スティックン・ショック [ スティックン ショック]|すてぃっくんしょっく|4: p.313|4: p.342 / 4A: p.400|
4|Tracer Rounds|曳光弾 [ 曳光 弾]|えいこうだん|4: p.313|4: p.342 / 4A: p.400|
4|Assault Cannon Rounds|アサルトキャノン 弾 [ アサルト キャノン 弾]|あさるときゃのんだん|4: p.312|4: p.342 / 4A: p.400|
4|Taser Dart|テイザー・ダート [ テイザー ダート]|ていざーだーと|4: p.313|4: p.342 / 4A: p.400|
6|Reloading Firearms|弾薬装填表 [ 弾薬 装填 表]|だんやくそうてんひょう|4: p.312|4: p.342 / 4A: p.400|
4|Flash-Bang Grenades|閃光手榴弾 [ 閃光 手 榴弾]|せんこうしゅりゅうだん|4: p.313|4: p.343 / 4A: p.401|
4|Flash-Pak|フラッシュパック [ フラッシュ パック]|ふらっしゅぱっく|4: p.313|4: p.343 / 4A: p.401|
4|Fragmentation Grenades|破片手榴弾 [ 破片 手榴弾]|はへんしゅりゅうだん|4: p.313|4: p.343 / 4A: p.401|
4|High Explosive Grenades|炸裂手榴弾 [ 炸裂 手榴弾]|さくれつしゅりゅうだん|4: p.313|4: p.343 / 4A: p.401|
4|Gas Grenades|ガス弾 [ ガス 弾]|がすだん|4: p.313|4: p.343 / 4A: p.401|
4|Smoke|煙幕弾 [ 煙幕 弾]|えんまくだん|4: p.313|4: p.343 / 4A: p.401|
4|Thermal Smoke|熱煙幕弾 [ 熱 煙幕 弾]|ねつえんまくだん|4: p.314|4: p.343 / 4A: p.401|
4|Anti-Vehicle|対車両弾 [ 対 車両 弾 AVM AVR]|たいしゃりょうだん|4: p.314|4: p.343 / 4A: p.401|
4|Fragmentation|対人榴散弾 [ 対 人 榴散 弾]|たいじんりゅうさんだん|4: p.314|4: p.343 / 4A: p.401|
4|High-Explosive|HE榴弾 [ HE 榴弾]|HEりゅうだん|4: p.314|4: p.343 / 4A: p.401|
4|Commercial Explosives|業務用爆薬 [ 業務 用 爆薬]|ぎょうむようばくやく|4: p.315|4: p.344 / 4A: p.402|
4|Plastic Explosives|プラスティック爆薬 [ プラスティック 爆薬]|ぷらすてぃっくばくやく|4: p.315|4: p.344 / 4A: p.402|
4|Explosive Foam|泡状爆薬 [ 泡状 爆薬]|あわじょうばくやく|4: p.315|4: p.344 / 4A: p.402|
4|Detonator Cap|雷管 [ 雷管]|らいかん|4: p.315|4: p.344 / 4A: p.402|
4|Feedback Clothing|フィードバック・クロージング [ フィードバック クロージング]|ふぃーどばっくくろーじんぐ|4: p.315|4: p.345 / 4A: p.402|
4||レザージャケット [ レザー ジャケット]|れざーじゃけっと||4: p.345 / 4A: p.402|
4||ダスターコート [ ダスター コート]|だすたーこーと||4A: p.402|
4|Actioneer Business Clothes|アクショニア・ビジネス・クロース [ アクショニア ビジネス クロース]|あくしょにあびじねすくろーす|4: p.315|4: p.345 / 4A: p.403|
4|Armor Clothing|アーマー・クロージング [ アーマー クロージング]|あーまーくろーじんぐ|4: p.315|4: p.345 / 4A: p.403|
4|Armor Jacket|アーマー・ジャケット [ アーマー ジャケット]|あーまーじゃけっと|4: p.315|4: p.345 / 4A: p.403|
4|Armor Vest|アーマー・ベスト [ アーマー ベスト]|あーまーべすと|4: p.315|4: p.345 / 4A: p.403|
4|Camouflage Suit|カモフラージュ・スーツ [ カモフラージュ スーツ]|かもふらーじゅすーつ|4: p.315|4: p.345 / 4A: p.403|
4|Chameleon Suit|カメレオン・スーツ [ カメレオン スーツ]|かめれおんすーつ|4: p.316|4: p.345 / 4A: p.403|
4|Full Body Armor|フルボディアーマー [ フル ボディ アーマー]|ふるぼでぃあーまー|4: p.316|4: p.345 / 4A: p.403|
4|Lined Coat|ラインド・コート [ ラインド コート 補強]|らいんどこーと|4: p.316|4: p.345 / 4A: p.403|
4|Urban Explorer Jumpsuit|アーバン・エクスプローラー・ジャンプスーツ [ アーバン エクスプローラー ジャンプ スーツ]|あーばんえくすぷろーらーじゃんぷすーつ|4: p.316|4: p.345 / 4A: p.403|
4|Chemical Protection|化学防護 [ 化学 防護]|かがくぼうご|4: p.317|4: p.346 / 4A: p.403|
4|Chemical Seal|化学遮断 [ 化学 遮断]|かがくしゃだん|4: p.317|4: p.346 / 4A: p.403|
4|Fire Resistance|耐火 [ 耐火]|たいか|4: p.317|4: p.346 / 4A: p.403|
4|Insulation|断熱 [ 断熱]|だんねつ|4: p.317|4: p.346 / 4A: p.404|
4|Nonconductivity|絶縁 [ 絶縁]|ぜつえん|4: p.317|4: p.346 / 4A: p.404|
4|Shock Frills|ショック・フリル [ ショック フリル]|しょっくふりる|4: p.317|4: p.347 / 4A: p.404|
4|Thermal Damping|熱減衰 [ 熱 減衰]|ねつげんすい|4: p.317|4: p.347 / 4A: p.404|
4|Helmet|ヘルメット [ ヘルメット]|へるめっと|4: p.317|4: p.347 / 4A: p.404|
4|Ballistic Shield|バリスティック・シールド [ バリスティック シールド 防護 盾]|ばりすてぃっくしーるど|4: p.317|4: p.347 / 4A: p.404|
4|Riot Shield|ライオット・シールド [ ライオット シールド 暴徒 鎮圧用 盾]|らいおっとしーるど|4: p.317|4: p.347 / 4A: p.404|
4|Taser Shield|テイザー・シールド [ テイザー シールド 電撃 盾]|ていざーしーるど|4: p.317|4: p.347 / 4A: p.404|
4|Commlink|コムリンク [ コムリンク]|こむりんく|4: p.317|4: p.347 / 4A: p.404|
4|Meta Link|メタリンク [ メタ リンク]|めたりんく|4: p.319|4: p.349 / 4A: p.405|
4|CMT Clip|CMTクリップ [ CMT クリップ]|CMTくりっぷ|4: p.319|4: p.349 / 4A: p.405|
4|Sony Emperor|ソニー・エンペラー [ ソニー エンペラー]|そにーえんぺらー|4: p.319|4: p.349 / 4A: p.405|
4|Renraku Sensei|レンラク・センセイ [ レンラク センセイ]|れんらくせんせい|4: p.319|4: p.349 / 4A: p.405|
4|Novatech Airware|ノヴァテック・エアウェア [ ノヴァテック エアウェア]|のゔぁてっくえあうぇあ|4: p.319|4: p.349 / 4A: p.405|
4|Erika Elite|エリカ・エリート [ エリカ エリート]|えりかえりーと|4: p.319|4: p.349 / 4A: p.405|
4|Hermes Ikon|ヘルメス・アイコン [ ヘルメス アイコン]|へるめすあいこん|4: p.319|4: p.349 / 4A: p.405|
4|Transys Avalon|トランシス・アヴァロン [ トランシス アヴァロン]|とらんしすあゔぁろん|4: p.319|4: p.349 / 4A: p.405|
4|Fairlight Caliban|フェアライト・カリバーン [ フェアライト・カリバーン]|ふぇあらいとかりばーん|4: p.319|4: p.349 / 4A: p.405|
4|Vecror Xim|ベクター・シン [ ベクター シン]|べくたーしん|4: p.319|4: p.349 / 4A: p.405|
4|Redcap Nix|レッドキャップ・ニックス [ レッドキャップ ニックス]|れっどきゃっぷにっくす|4: p.319|4: p.349 / 4A: p.405|
4|Renraku Ichi|レンラク・イチ [ レンラク イチ]|れんらくいち|4: p.319|4: p.347 / 4A: p.405|
4|Mangadyne Deva|マンガダイン・ディーヴァ [ マンガダイン ディーヴァ]|まんがだいんでぃーゔぁ|4: p.319|4: p.349 / 4A: p.405|
4|Iris Orb|アイリス・オーブ [ アイリス オーブ]|あいりすおーぶ|4: p.319|4: p.349 / 4A: p.405|
4|Novatech Navi|ノヴァテック・ナヴィ [ ノヴァテック ナヴィ]|のゔぁてっくなゔぃ|4: p.319|4: p.349 / 4A: p.405|
4|Sim Module (Electronics)|シム・モジュール (電子機器) [ シム モジュール 電子 機器]|しむもじゅーる|4: p.318|4: p.347 / 4A: p.405|
4|AR Gloves|ARグローブ [ AR グローブ]|ARぐろーぶ|4: p.318|4: p.347 / 4A: p.405|
4|Biometric Reader|バイオメトリック・リーダー [ バイオメトリック リーダー 生体 認証 機]|ばいおめとりっくりーだー|4: p.318|4: p.348 / 4A: p.405|
4|Nanopaste Trodes|ナノペースト・トロード [ ナノ ペースト トロード]|なのぺーすととろーど|4: p.318|4: p.348 / 4A: p.405|
4|Printer|プリンター [ プリンター]|ぷりんたー|4: p.318|4: p.348 / 4A: p.405|
4|Satellite Link|衛星リンク [ 衛星 リンク]|えいせいりんく|4: p.318|4: p.348 / 4A: p.406|
4|Simrig (Electronics)|シムリグ (電子機器) [ シム リグ 電子 機器]|しむりぐ|4: p.318|4: p.348 / 4A: p.406|
4|Skinlink|スキンリンク [ スキン リンク]|すきんりんく|4: p.318|4: p.348 / 4A: p.406|
4|Subvocal Microphone|サブボーカル・マイク [ サブ ボーカル マイク]|さぶぼーかるまいく|4: p.318|4: p.348 / 4A: p.406|
4|Trodes|トロード [ トロード]|とろーど|4: p.318|4: p.348 / 4A: p.406|
4|Electronic Paper|電子ペーパー [ 電子 ペーパー]|でんしぺーぱー|4: p.318|4: p.348 / 4A: p.406|
4|Holo Projector|ホロ・プロジェクター [ ホロ プロジェクター]|ほろぷろじぇくたー|4: p.318|4: p.348 / 4A: p.406|
4|RFID Tags|RFIDタグ [ RFID タグ]|RFIDたぐ|4: p.318|4: p.348 / 4A: p.406|
4|Security Tags|セキュリティ・タグ [ セキュリティ タグ]|せきゅりてぃたぐ|4: p.319|4: p.348 / 4A: p.406|
4|Sensor Tags|センサー・タグ [ センサー タグ]|せんさーたぐ|4: p.319|4: p.349 / 4A: p.407|
4|Stealth Tags|ステルス・タグ [ ステルス タグ]|すてるすたぐ|4: p.319|4: p.349 / 4A: p.407|
4|Headjammer|ヘッドジャマー [ ヘッド ジャマー]|へっどじゃまー|4: p.320|4: p.349 / 4A: p.407|
4|Jammer|ジャマー [ ジャマー]|じゃまー|4: p.320|4: p.349 / 4A: p.407|
4|Micro-Transceiver|マイクロ・トランシーバー [ マイクロ トランシーバー]|まいくろとらんしーばー|4: p.320|4: p.350 / 4A: p.407|
4|Tag Eraser|タグ・イレーサー [ タグ イレーサー]|たぐいれーさー|4: p.320|4: p.350 / 4A: p.407|
4|White Noise Generator|ホワイトノイズ・ジェネレーター [ ホワイト ノイズ ジェネレーター]|ほわいとのいずじぇねれーたー|4: p.320|4: p.350 / 4A: p.407|
4|Datachip|データチップ [ データ チップ]|でーたちっぷ|4: p.320|4: p.350 / 4A: p.407|
4|Datasoft|データソフト [ データ ソフト]|でーたそふと|4: p.320|4: p.350 / 4A: p.407|
4|Mapsoft|マップソフト [ マップ ソフト]|まっぷそふと|4: p.320|4: p.350 / 4A: p.407|
4||マトリックス・プログラム [ マトリックス プログラム]|まとりっくすぷろぐらむ||4A: p.407|
4|Tutorsofts|チューターソフト [ チューター ソフト]|ちゅーたーそふと|4: p.320|4: p.350 / 4A: p.407|
4|Skillsofts|スキルソフト [ スキル ソフト]|すきるそふと|4: p.320|4: p.350 / 4A: p.408|
4|Activesofts|能動ソフト [ 能動 ソフト]|のうどうそふと|4: p.320|4: p.350 / 4A: p.408|
4|Knowsofts|知識ソフト [ 知識 ソフト]|ちしきそふと|4: p.320|4: p.350 / 4A: p.408|
4|Linguasofts|言語ソフト [ 言語 ソフト]|げんごそふと|4: p.321|4: p.350 / 4A: p.408|
4|Simsense|シムセンス [ シム センス]|しむせんす|4: p.321|4: p.351 / 4A: p.408|
4|BTL Recordings|BTLレコーディング [ BTL レコーディング]|BTLれこーでぃんぐ|4: p.321|4: p.351 / 4A: p.408|
4|Virtual Reality Gaming|仮想現実ゲーム [ 仮想 現実 ゲーム]|かそうげんじつげーむ|4: p.321|4: p.351 / 4A: p.408|
4|ARE Software|AREソフトウェア [ ARE ソフト ウェア]|AREそふとうぇあ|4: p.321|4: p.352 / 4A: p.409|
4|Virtual Surround Music|バーチャル・サラウンド・ミュージック [ バーチャル サラウンド ミュージック]|ばーちゃるさらうんどみゅーじっく|4: p.322|4: p.352 / 4A: p.409|
4|Wall Space|ウォール・スペース [ ウォール スペース]|うぉーるすぺーす|4: p.322|4: p.352 / 4A: p.409|
4|Virtual Pet|バーチャル・ペット [ バーチャル ペット]|ばーちゃるぺっと|4: p.322|4: p.352 / 4A: p.409|
4|Virtual Person|バーチャル・パーソン [ バーチャル パーソン]|ばーちゃるぱーそん|4: p.322|4: p.352 / 4A: p.409|
4|Virtual Weather|バーチャル・ウェザー [ バーチャル ウェザー]|ばーちゃるうぇざー|4: p.322|4: p.352 / 4A: p.409|
4|Miracle Shooter™|ミラクル・シューター™ [ ミラクル シューター]|みらくるしゅーたー|4: p.322|4: p.352 / 4A: p.409|
4|Certified Credstick|支払い保証済みクレッドスティック [ 支払い 保証済み クレッド スティック]|しはらいほしょうずみくれっどすてぃっく|4: p.322|4: p.352 / 4A: p.410|
4|Credit Account|クレジット口座 [ クレジット 口座]|くれじっとこうざ|4: p.322|4: p.352 / 4A: p.410|
4|Fake License|偽造免許 (ライセンス) [ 偽造 免許 ライセンス]|ぎぞうめんきょ|4: p.323|4: p.352 / 4A: p.410|
4|Fake System Identification Number (SIN)|偽造システム登録番号 (偽造SIN) [ 偽造 システム 登録 番号 SIN]|ぎぞうしすてむとうろくばんごう|4: p.323|4: p.353 / 4A: p.410|
4|Tools|工具 [ 工具]|こうぐ|4: p.323|4: p.353 / 4A: p.410|
4|Binoculars|双眼鏡 [ 双眼鏡]|そうがんきょう|4: p.324|4: p.354 / 4A: p.411|
4|Camera|カメラ [ カメラ]|かめら|4: p.325|4: p.355 / 4A: p.411|
4|Contact Lenses|コンタクトレンズ [ コンタクト レンズ]|こんたくとれんず|4: p.324|4: p.354 / 4A: p.411|
4|Goggles|ゴーグル [ ゴーグル]|ごーぐる|4: p.324|4: p.354 / 4A: p.411|
4|Glasses|眼鏡 [ 眼鏡 メガネ]|めがね|4: p.324|4: p.354 / 4A: p.411|
4|Monocle|片眼鏡 [ 片 眼鏡 モノクル]|かためがね|4: p.324|4: p.354 / 4A: p.411|
4||映像スコープ (光学機器) [ 映像 スコープ 光学 機器]|えいぞうすこーぷ||4A: p.411|
4|Endoscope|内視鏡 [ 内視鏡]|ないしきょう|4: p.324|4: p.354 / 4A: p.411|
4|Mage Sight Goggles|メイジサイト・ゴーグル [ メイジ サイト ゴーグル]|めいじさいとごーぐる|4: p.324|4: p.354 / 4A: p.411|
4|Periscope (Optical Devices)|ペリスコープ (光学機器) [ ペリ スコープ 光学 機器]|ぺりすこーぷ|4: p.324|4: p.354 / 4A: p.411|
4|Flare Compensation (Vision Enhancer)|大光量補正 (視覚強化機能) [ 大 光量 補正 視覚 強化 機能]|だいこうりょうほせい|4: p.323|4: p.353 / 4A: p.411|
4|Image Link (Vision Enhancer)|映像リンク (視覚強化機能) [ 映像 リンク 視覚 強化 機能]|えいぞうりんく|4: p.323|4: p.353 / 4A: p.411|
4|Low-Light Vision (Vision Enhancer)|低光量補正 (視覚強化機能) [ 低 光量 補正 視覚 強化 機能]|ていこうりょうほせい|4: p.323|4: p.353 / 4A: p.411|
4|Smartlink (Vision Enhancer)|スマートリンク (視覚強化機能) [ スマート リンク 視覚 強化 機能]|すまーとりんく|4: p.323|4: p.353 / 4A: p.412|
4|Thermographic Vision (Vision Enhancer)|熱映像補正 (視覚強化機能) [ 熱 映像 補正 ( 視覚 強化 機能]|ねつえいぞうほせい|4: p.324|4: p.353 / 4A: p.412|
4|Ultrasound (Vision Enhancer)|超音波 (視覚強化機能) [ 超 音波 視覚 強化 機能]|ちょうおんぱ|4: p.324|4: p.354 / 4A: p.412|
4|Vision Enhancement (Vision Enhancer)|視覚強化 (視覚強化機能) [ 視覚 強化 機能]|しかくきょうか|4: p.324|4: p.354 / 4A: p.412|
4|Vision Magnification (Vision Enhancer)|映像拡大 (視覚強化機能) [ 映像 拡大 ( 視覚 強化 機能]|えいぞうかくだい|4: p.324|4: p.354 / 4A: p.412|
4|Earbuds|イヤホン [ イヤホン]|いやほん|4: p.325|4: p.355 / 4A: p.412|
4|Headphones|ヘッドホン [ ヘッドホン]|へっどほん|4: p.325|4: p.355 / 4A: p.412|
4|Microphone|マイク [ マイク]|まいく|4: p.326|4: p.356 / 4A: p.412|
4|Audio Enhancement (Audio Enhancer)|聴力強化 (聴覚強化機能) [ 聴力 聴覚 強化 機能]|ちょうりょくきょうか|4: p.324|4: p.354 / 4A: p.412|
4|Select Sound Filter (Audio Enhancer)|音声選別フィルター (聴覚強化機能) [ 音声 選別 フィルター 聴覚 強化 機能]|おんせいせんべつふぃるたー|4: p.324|4: p.354 / 4A: p.412|
4|Spatial Recognizer (Audio Enhancer)|音源探知 (聴覚強化機能) [ 音源 探知 聴覚 強化 機能]|おんげんたんち|4: p.325|4: p.355 / 4A: p.412|
4|Atmosphere Sensor|大気センサー [ 大気 センサー]|たいきせんさー|4: p.325|4: p.355 / 4A: p.413|
4|Cyberware Scanner|サイバーウェア・スキャナー [ サイバー ウェア スキャナー]|さいばーうぇあすきゃなー|4: p.325|4: p.355 / 4A: p.414|
4|Directional Microphone|指向性マイク [ 指向 性 マイク]|しこうせいまいく|4: p.325|4: p.355 / 4A: p.414|
4|Geiger Counter|ガイガー・カウンター [ ガイガー カウンター]|がいがーかうんたー|4: p.325|4: p.355 / 4A: p.414|
4|Laser Microphone|レーザー・マイク [ レーザー マイク]|れーざーまいく|4: p.325|4: p.355 / 4A: p.414|
4|Laser Range Finder|レーザー測距器 [ レーザー 測距器]|れーざーそっきょき|4: p.326|4: p.356 / 4A: p.414|
4|MAD Scanner|MADスキャナー [ MAD スキャナー]|MADすきゃなー|4: p.326|4: p.356 / 4A: p.414|
4|Motion Sensor|動体センサー [ 動体 センサー]|どうたいせんさー|4: p.326|4: p.356 / 4A: p.414|
4|Olfactory Scanner|嗅覚スキャナー [ 嗅覚 センサー]|きゅうかくせんさー|4: p.326|4: p.356 / 4A: p.414|
4|Radio Signal Scanner|電波信号スキャナー [ 電波 信号 スキャナー]|でんぱしんごうすきゃなー|4: p.326|4: p.356 / 4A: p.414|
4|Key Lock|錠 (セキュリティ機器) [ 錠 セキュリティ 機器]|じょう|4: p.326|4: p.356 / 4A: p.414|
4|Maglock|マグロック (セキュリティ機器) [ マグ ロック セキュリティ 機器]|まぐろっく|4: p.326|4: p.356 / 4A: p.414|
4|Restraints|拘束具 [ 拘束 具]|こうそくぐ|4: p.326|4: p.356 / 4A: p.414|
4|Autopicker|オートピッカー [ オート ピッカー]|おーとぴっかー|4: p.326|4: p.356 / 4A: p.414|
4|Cellular Glove Molder|細胞手袋成型機 [ 細胞 手袋 成型機]|さいぼうてぶくろせいけいき|4: p.326|4: p.356 / 4A: p.415|
4|Chisel|破砕具 [ 破砕 具]|はさいぐ|4: p.326|4: p.356 / 4A: p.415|
4|Keycard Copier|キーカード複製機 [ キー カード 複製機]|きーかーどふくせいき|4: p.326|4: p.356 / 4A: p.415|
4|Lockpick Set|錠前セット [ 錠前 セット]|じょうまえせっと|4: p.326|4: p.356 / 4A: p.415|
4|Maglock Passkey|マグロック・パスキー [ マグ ロック パス キー]|まぐろっくぱすきー|4: p.326|4: p.356 / 4A: p.415|
4|Maglock Sequencer|マグロック・シーケンサー [ マグ ロック シーケンサー]|まぐろっくしーけんさー|4: p.326|4: p.356 / 4A: p.415|
4|Miniwelder|小型溶接機 [ 小型 溶接機]|こがたようせつき|4: p.326|4: p.356 / 4A: p.415|
4|Monofilament Chainsaw|モノフィラメント・チェーンソー [ モノ フィラメント チェーン ソー 単分子]|ものふぃらめんとちぇーんそー|4: p.327|4: p.357 / 4A: p.415|
4|Wire Clippers|ワイアカッター [ ワイア カッター]|わいあかったー|4: p.327|4: p.357 / 4A: p.415|
4|Glue Sprayer|スプレー式接着剤 [ スプレー 式 接着剤]|すぷれーしきせっちゃくざい|4: p.327|4: p.357 / 4A: p.415|
4|Thermite Burning Bar|テルミット燃焼剤 [ テルミット 燃焼剤]|てるみっとねんしょうざい|4: p.327|4: p.357 / 4A: p.415|
4|Chemsuit|ケムスーツ [ ケム スーツ]|けむすーつ|4: p.327|4: p.357 / 4A: p.416|
4|Climbing Gear|登攀具 [ 登攀 具]|とうはんぐ|4: p.327|4: p.357 / 4A: p.416|
4|Diving Gear|潜水具 [ 潜水 具]|せんすいぐ|4: p.327|4: p.357 / 4A: p.416|
4|Gas Mask|ガスマスク [ ガス マスク]|がすますく|4: p.327|4: p.357 / 4A: p.416|
4|Gecko Tape Gloves|ゲッコー・テープ・グローブ [ ゲッコー テープ グローブ]|げっこーてーぷぐろーぶ|4: p.327|4: p.357 / 4A: p.416|
4|GPS|GPS [ GPS 全 地球 測位 システム]|GPS|4: p.327|4: p.357 / 4A: p.416|
4|Hazmat Suit|HazMatスーツ [ Haz Mat スーツ 対 危険物 防護 服]|HazMatすーつ|4: p.328|4: p.357 / 4A: p.416|
4|Flashlight|フラッシュライト [ フラッシュ ライト]|ふらっしゅらいと|4: p.327|4: p.357 / 4A: p.416|
4|Light Stick|蛍光スティック [ 蛍光 スティック]|けいこうすてぃっく|4: p.328|4: p.357 / 4A: p.416|
4|Magnesium Torch|マグネシウム・トーチ [ マグネシウム トーチ]|まぐねしうむとーち|4: p.328|4: p.357 / 4A: p.416|
4|Micro Flare Launcher|照明弾ピストル [ 照明 弾 ピストル]|しょうめいだんぴすとる|4: p.328|4: p.357 / 4A: p.416|
4|Rappeling Gloves|ラペリング・グローブ [ ラペリング グローブ]|らぺりんぐぐろーぶ|4: p.328|4: p.357 / 4A: p.416|
4|Respirator|レスピレーター [ レスピレーター]|れすぴれーたー|4: p.328|4: p.357 / 4A: p.416|
4|Survival Kit|サバイバル・キット [ サバイバル キット]|さばいばるきっと|4: p.328|4: p.357 / 4A: p.416|
4|Grapple Gun (Survival Gear)|グラップル・ガン (サバイバル用品) [ グラップル ガン サバイバル 用品]|ぐらっぷるがん|4: p.328|4: p.357 / 4A: p.416|
4|Microwire|マイクロワイア [ マイクロ ワイア]|まいくろわいあ|4: p.329|4: p.358 / 4A: p.417|
4|Myomeric Rope|筋節ロープ [ 筋節 ロープ]|きんせつろーぷ|4: p.329|4: p.358 / 4A: p.417|
4|Stealth Rope|ステルスロープ [ ステルス ロープ]|すてるすろーぷ|4: p.329|4: p.358 / 4A: p.417|
4|Catalyst Stick|触媒スティック [ 触媒 スティック]|しょくばいすてぃっく|4: p.329|4: p.358 / 4A: p.417|
4|Biomonitor|バイオモニター [ バイオ モニター]|ばいおもにたー|4: p.329|4: p.358 / 4A: p.417|
4|Disposable|使い捨て注射器 [ 使い 捨て 注射器]|つかいすてちゅうしゃき|4: p.329|4: p.358 / 4A: p.417|
4|Medkit|医療キット [ 医療 キット]|いりょうきっと|4: p.329|4: p.358 / 4A: p.417|
4|DocWagon™ Contact|ドクワゴン™契約 [ ドク ワゴン 契約]|どくわごんけいやく|4: p.329|4: p.359 / 4A: p.417|
4|Antidote Patch|解毒パッチ [ 解毒 パッチ スラップ]|げどくぱっち|4: p.330|4: p.359 / 4A: p.418|
4|Stimulant Patch|覚醒パッチ [ 覚醒 パッチ スラップ]|かくせいぱっち|4: p.330|4: p.359 / 4A: p.418|
4|Tranq Patch|鎮静パッチ [ 鎮静 パッチ スラップ]|ちんせいぱっち|4: p.330|4: p.359 / 4A: p.418|
